	rxnNames	abbreviation	equation	lowbnd	uppbnd	obj_coef
429	CDP-diacylglycerol synthetase (n-C14:1)	DASYN141	[c] : h + ctp + pa141 --> ppi + cdpdtdec7eg	0	1000	0
430	CDP-diacylglycerol synthetase (n-C16:0)	DASYN160	[c] : h + pa160 + ctp --> ppi + cdpdhdecg	0	1000	0
431	CDP-diacylglycerol synthetase (n-C16:1)	DASYN161	[c] : h + ctp + pa161 --> ppi + cdpdhdec9eg	0	1000	0
432	CDP-diacylglycerol synthetase (n-C18:0)	DASYN180	[c] : h + pa180 + ctp --> ppi + cdpdodecg	0	1000	0
433	CDP-diacylglycerol synthetase (n-C18:1)	DASYN181	[c] : h + ctp + pa181 --> ppi + cdpdodec11eg	0	1000	0
434	anteisopentadecanoyl-phosphatidate cytidylyltransferase	DASYNAI15	[c] : h + paai15 + ctp --> ppi + cdpdaipdecg	0	1000	0
435	anteisoheptadecanoyl-phosphatidate cytidylyltransferase	DASYNAI17	[c] : h + paai17 + ctp --> ppi + cdpdaihpdecg	0	1000	0
436	isotetradecanoyl-phosphatidate cytidylyltransferase	DASYNI14	[c] : h + pai14 + ctp --> ppi + cdpditdecg	0	1000	0
437	isopentadecanoyl-phosphatidate cytidylyltransferase	DASYNI15	[c] : h + pai15 + ctp --> ppi + cdpdipdecg	0	1000	0
438	isohexadecanoyl-phosphatidate cytidylyltransferase	DASYNI16	[c] : h + pai16 + ctp --> ppi + cdpdihdecg	0	1000	0
439	isoheptadecanoyl-phosphatidate cytidylyltransferase	DASYNI17	[c] : h + pai17 + ctp --> ppi + cdpdihpdecg	0	1000	0
440	3,4-Dihydroxy-2-butanone-4-phosphate synthase	DB4PS	[c] : ru5p_D --> h + for + db4p	0	1000	0
441	dethiobiotin synthase	DBTS	[c] : co2 + atp + dann --> (3) h + pi + adp + dtbt	0	1000	0
442	dCTP deaminase	DCTPD	[c] : h + h2o + dctp --> nh4 + dutp	0	1000	0
443	dCTP deaminase	DCTPD2	[c] : h + h2o + ctp --> nh4 + utp	0	1000	0
444	deoxycytidine deaminase	DCYTD	[c] : h + h2o + dcyt --> nh4 + duri	0	1000	0
445	deoxycytidine transport in via proton symport reversible	DCYTt2r	h[e] + dcyt[e] <==> h[c] + dcyt[c]	-1000	1000	0
446	Fatty acid (dodecanoate) transport via facilitated irreversible diffusion	DDCAt	ddca[e] <==> ddca[c]	-1000	1000	0
447	2-dehydro-3-deoxygalactonokinase	DDGALK	[c] : atp + 2dh3dgal --> h + adp + 2dh3dgal6p	0	1000	0
448	2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible	DDGLCNt2r	h[e] + 2ddglcn[e] <==> h[c] + 2ddglcn[c]	-1000	1000	0
449	2-dehydro-3-deoxygluconokinase	DDGLK	[c] : atp + 2ddglcn --> h + adp + 2ddg6p	0	1000	0
450	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	DDPA	[c] : h2o + pep + e4p --> pi + 2dda7p	0	1000	0
451	2-dehydro-3-deoxy-phosphogluconate aldolase	DDPGA	[c] : 4h2oglt <==> pyr + glx	-1000	1000	0
452	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	DDPGALA	[c] : 2dh3dgal6p <==> pyr + g3p	-1000	1000	0
453	deoxyguanylate kinase (dGMP:ATP)	DGK1	[c] : atp + dgmp <==> adp + dgdp	-1000	1000	0
454	deoxyguanosine transport in via proton symport	DGSNt2	h[e] + dgsn[e] --> h[c] + dgsn[c]	0	1000	0
455	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	DHAD1	[c] : 23dhmb --> h2o + 3mob	0	1000	0
456	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	DHAD2	[c] : 23dhmp --> h2o + 3mop	0	1000	0
457	Dihydroxyacetone phosphotransferase	DHAPT	[c] : pep + dha --> pyr + dhap	0	1000	0
458	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	DHBD	[c] : nad + 23ddhb <==> h + nadh + 23dhb	-1000	1000	0
459	2,3-dihydroxybenzoate adenylate synthase	DHBS	[c] : h + atp + 23dhb --> ppi + 23dhba	0	1000	0
460	2,3-dihydroxycinnamate dehydrogenase	DHCIND	[c] : nad + cenchddd --> h + nadh + dhcinnm	0	1000	0
461	2,3-dihydroxicinnamic acid transport in via proton symport reversible	DHCINNMt2r	h[e] + dhcinnm[e] <==> h[c] + dhcinnm[c]	-1000	1000	0
462	dihydrodipicolinate reductase (NADPH)	DHDPRy	[c] : h + nadph + 23dhdp --> nadp + thdp	0	1000	0
463	dihydrodipicolinate synthase	DHDPS	[c] : pyr + aspsa --> h + (2) h2o + 23dhdp	0	1000	0
464	dihydrofolate reductase	DHFOR2	[c] : nadp + dhf <==> nadph + fol	-1000	1000	0
465	dihydrofolate reductase	DHFR	[c] : h + nadph + dhf <==> nadp + thf	-1000	1000	0
466	dihydrofolate synthase	DHFS	[c] : glu_L + atp + dhpt --> h + pi + adp + dhf	0	1000	0
467	1,4-dihydroxy-2-naphthoate octaprenyltransferase (EC 2.5.1.74)	DHNAOPT	[c] : dhna + phyldpp <==> h + co2 + ppi + dmphqno	-1000	1000	0
468	1,4-dihydroxy-2-naphthoate octaprenyltransferase	DHNAOT4	[c] : h + dhna + octdp --> co2 + ppi + 2dmmql8	0	1000	0
469	dihydroneopterin aldolase	DHNPA	[c] : dhnpt --> gcald + 2ahhmp	0	1000	0
470	dihydroneopterin aldolase	DHNPA2	[c] : dhnpt --> gcald + 6hmhpt	0	1000	0
471	dihydoorotic acid dehydrogenase (quinone8)	DHORD2	[c] : q8 + dhor_S --> q8h2 + orot	0	1000	0
472	dihydroorotic acid (menaquinone-8)	DHORD5	[c] : mqn8 + dhor_S --> mql8 + orot	0	1000	0
473	Fumarate dependent DHORD	DHORDfum	[c] : fum + dhor_S --> succ + orot	0	1000	0
474	(S)-Dihydroorotateoxygen oxidoreductase	DHORDi	[c] : o2 + dhor_S --> h2o2 + orot	0	1000	0
475	dihydroorotase	DHORTS	[c] : h2o + dhor_S <==> h + cbasp	-1000	1000	0
476	2,3-dihydroxyphenylpropionate dehydrogenase	DHPPD	[c] : nad + cechddd --> h + nadh + dhpppn	0	1000	0
477	diaminohydroxyphosphoribosylaminopyrimidine deaminase	DHPPDA	[c] : h + h2o + 25dhpp --> nh4 + 5apru	0	1000	0
478	3-(2,3-Dihydroxyphenyl)propanoate transport in via proton symport reversible	DHPPPNt2r	h[e] + dhpppn[e] <==> h[c] + dhpppn[c]	-1000	1000	0
479	6,7-dihydropteridine reductase	DHPR	[c] : h + nadh + dhbpt --> nad + thbpt	0	1000	0
480	dihydropteroate synthase	DHPS	[c] : 4abz + 2ahhmp --> h2o + dhpt	0	1000	0
481	dihydropteroate synthase	DHPS2	[c] : 4abz + 6hmhptpp --> ppi + dhpt	0	1000	0
482	3-dehydroquinate synthase	DHQS	[c] : 2dda7p --> pi + 3dhq	0	1000	0
483	3-dehydroquinate dehydratase, irreversible	DHQTi	[c] : 3dhq --> h2o + 3dhsk	0	1000	0
484	deoxyinosine transport in via proton symport	DINSt2	h[e] + din[e] --> h[c] + din[c]	0	1000	0
485	2,5-diketo-D-gluconate reductase	DKGLCNR1	[c] : h + nadph + 25dkglcn --> nadp + 2dhguln	0	1000	0
486	dimethylallyltranstransferase	DMATT	[c] : dmpp + ipdp --> ppi + grdp	0	1000	0
487	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	DMPPS	[c] : h + nadh + h2mb4p --> h2o + nad + dmpp	0	1000	0
488	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (NADP), reversible	DMPPS2r	[c] : h + nadph + h2mb4p <==> nadp + h2o + dmpp	-1000	1000	0
489	Dimethyl sulfoxide reductase (Menaquinol 8)	DMSOR1	[c] : mql8 + dmso --> h2o + mqn8 + dms	0	1000	0
490	Dimethyl sulfoxide reductase (Demethylmenaquinol 8)	DMSOR2	[c] : 2dmmql8 + dmso --> h2o + 2dmmq8 + dms	0	1000	0
491	Dimethyl sulfoxide reductase (2-demethylmenaquinone)	DMSORdmq	2dmmql8[c] + dmso[e] --> 2dmmq8[c] + dms[e] + h2o[e]	0	1000	0
492	Dimethyl sulfoxide reductase (Menaquinol)	DMSORmq	mql8[c] + dmso[e] --> mqn8[c] + dms[e] + h2o[e]	0	1000	0
493	Sink needed to allow 4-hydroxy-benzoate to leave system	DM_4HBA	[c] : 4hba --> 	0	1000	0
494	Sink needed to allow 5-deoxyribose to leave system	DM_5DRIB	[c] : 5drib --> 	0	1000	0
495	Sink needed to allow S-Adenosyl-4-methylthio-2-oxobutanoate to leave the system	DM_AMOB	[c] : amob --> 	0	1000	0
496	Sink needed to allow Hydroquinone to leave system	DM_HQN	[c] : hqn --> 	0	1000	0
497	DM atp(c)	DM_atp_c_	[c] : h2o + atp --> h + pi + adp	0	1000	0
498	Demand for biotin	DM_btn	[c] : btn --> 	0	1000	0
499	demand reaction for cardiolipin (tetratetradecanoyl, n-C14:0)	DM_clpn140(c)	[c] : clpn140 --> 	0	1000	0
500	demand reaction for cardiolipin (tetrahexadecanoyl, n-C16:0)	DM_clpn160(c)	[c] : clpn160 --> 	0	1000	0
501	demand reaction for cardiolipin (tetraoctadecanoyl, n-C18:0)	DM_clpn180(c)	[c] : clpn180 --> 	0	1000	0
502	demand reaction for cardiolipin (14-methyl-pentadecanoyl, iso-C16)	DM_clpni16(c)	[c] : clpni16 --> 	0	1000	0
503	Demand for 5-deoxyadenosine	DM_dad_5	[c] : dad_5 --> 	0	1000	0
504	Demand reaction for 4,5-dihydroxy-2,3-pentanedione	DM_dhptd(c)	[c] : dhptd <==> 	-1000	1000	0
505	demand reaction for KDO(2)-lipid IV(A) with laurate	DM_kdo2lipid4L(c)	[c] : kdo2lipid4L --> 	0	1000	0
506	Dihydroneopterin triphosphate pyrophosphatase	DNTPPA	[c] : h2o + ahdt --> h + ppi + dhpmp	0	1000	0
507	2,3 dioxo-L-gulonate reductase	DOGULNR	[c] : h + 23doguln + nadh --> 3dhguln + nad	0	1000	0
508	dephospho-CoA kinase	DPCOAK	[c] : atp + dpcoa --> h + coa + adp	0	1000	0
509	2 dehydropantoate 2 reductase	DPRr	[c] : h + nadph + 2dhp <==> nadp + pant_R	-1000	1000	0
510	Deoxyribokinase	DRBK	[c] : atp + drib --> h + adp + 2dr5p	0	1000	0
511	Deoxyribose transport via ABC system	DRIBabc	h2o[c] + atp[c] + drib[e] --> h[c] + pi[c] + adp[c] + drib[c]	0	1000	0
512	2-Deoxy-D-ribose-5-phosphate acetaldehyde-lyase	DRPAr	[c] : 2dr5p <==> acald + g3p	-1000	1000	0
513	d_Serine transport via proton symport	DSERt2r	h[e] + ser_D[e] <==> h[c] + ser_D[c]	-1000	1000	0
514	dTMP kinase	DTMPK	[c] : atp + dtmp --> adp + dtdp	0	1000	0
515	dihydrouracil dehydrogenase (NADP)	DURAD	[c] : nadp + 56dura <==> h + nadph + ura	-1000	1000	0
516	dihydrothymin dehydrogenase (NADP)	DURAD2	[c] : nadp + 56dthm <==> h + nadph + thym	-1000	1000	0
517	deoxyuridine kinase (ATP:Deoxyuridine)	DURIK1	[c] : atp + duri --> h + adp + dump	0	1000	0
518	deoxyuridine phosphorylase	DURIPP	[c] : pi + duri <==> ura + 2dr1p	-1000	1000	0
519	deoxyuridine transport in via proton symport	DURIt2	h[e] + duri[e] --> h[c] + duri[c]	0	1000	0
520	dUTP diphosphatase	DUTPDP	[c] : h2o + dutp --> h + ppi + dump	0	1000	0
521	1-deoxy-D-xylulose reductoisomerase, reversible	DXPRIr	[c] : h + nadph + dxyl5p <==> nadp + 2me4p	-1000	1000	0
522	1-deoxy-D-xylulose 5-phosphate synthase	DXPS	[c] : h + pyr + g3p --> co2 + dxyl5p	0	1000	0
523	D-Lactate dehydrogenase irreversible	D_LACD	[c] : (2) ficytC + lac_D --> (2) h + pyr + (2) focytC	0	1000	0
524	D-lactate transport via proton symport	D_LACt2	h[e] + lac_D[e] <==> h[c] + lac_D[c]	-1000	1000	0
525	Erythrose 4-phosphate dehydrogenase	E4PD	[c] : h2o + nad + e4p <==> (2) h + nadh + 4per	-1000	1000	0
526	Enoyl-ACP-reductase (FabI)	EACPR1	[c] : h + nadph + egACPm --> nadp + gACPm	0	1000	0
527	Enoyl-ACP-reductase (FabI)	EACPR2	[c] : h + nadph + epACPm --> nadp + pmACPm	0	1000	0
528	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	EAR100x	[c] : h + tdec2eACP + nadh --> nad + dcaACP	0	1000	0
529	10-methyl-trans-undec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR10M11x	[c] : h + 10mtundec2eACP + nadh --> nad + 10mundecACP	0	1000	0
530	10-methyl-trans-dodec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR10M12x	[c] : h + 10mtddec2eACP + nadh --> nad + 10mddcaACP	0	1000	0
531	11-methyl-trans-dodec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR11M12x	[c] : h + 11mtddec2eACP + nadh --> nad + 11mddcaACP	0	1000	0
532	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)	EAR120x	[c] : h + tddec2eACP + nadh --> nad + ddcaACP	0	1000	0
533	12-methyl-trans-tridec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR12M13x	[c] : h + 12mttritec2eACP + nadh --> nad + 12mtridecACP	0	1000	0
534	12-methyl-trans-tetra-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR12M14x	[c] : h + 12mtmrs2eACP + nadh --> nad + 12mmyrsACP	0	1000	0
535	13-methyl-trans-tetra-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR13M14x	[c] : h + 13mtmrs2eACP + nadh --> nad + 13mmyrsACP	0	1000	0
536	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0)	EAR140x	[c] : h + tmrs2eACP + nadh --> nad + myrsACP	0	1000	0
537	14-methyl-trans-pentadec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR14M15x	[c] : h + 14mtpentdec2eACP + nadh --> nad + 14mpentdecACP	0	1000	0
538	14-methyl-trans-hexa-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR14M16x	[c] : h + 14mtpalm2eACP + nadh --> nad + 14mpalmACP	0	1000	0
539	15-methyl-trans-hexa-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR15M16x	[c] : h + 15mtpalm2eACP + nadh --> nad + 15mpalmACP	0	1000	0
540	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0)	EAR160x	[c] : h + tpalm2eACP + nadh --> nad + palmACP	0	1000	0
541	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)	EAR180x	[c] : h + toctd2eACP + nadh --> nad + ocdcaACP	0	1000	0
542	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)	EAR40x	[c] : h + but2eACP + nadh --> nad + butACP	0	1000	0
543	4-methyl-trans-pent-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR4M5x	[c] : h + 4mtpent2eACP + nadh --> nad + 4mpentACP	0	1000	0
544	4-methyl-trans-hex-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR4M6x	[c] : h + 4mthex2eACP + nadh --> nad + 4mhexACP	0	1000	0
545	5-methyl-trans-hex-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR5M6x	[c] : h + 5mthex2eACP + nadh --> nad + 5mhexACP	0	1000	0
546	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)	EAR60x	[c] : h + thex2eACP + nadh --> nad + hexACP	0	1000	0
547	6-methyl-trans-hept-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR6M7x	[c] : h + 6mthept2eACP + nadh --> nad + 6mheptACP	0	1000	0
548	6-methyl-trans-oct-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR6M8x	[c] : h + 6mtoct2eACP + nadh --> nad + 6mocACP	0	1000	0
549	7-methyl-trans-oct-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR7M8x	[c] : h + 7mtoct2eACP + nadh --> nad + 7mocACP	0	1000	0
550	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)	EAR80x	[c] : h + toct2eACP + nadh --> nad + ocACP	0	1000	0
551	8-methyl-trans-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR8M10x	[c] : h + 8mtdec2eACP + nadh --> nad + 8mdcaACP	0	1000	0
552	8-methyl-trans-non-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR8M9x	[c] : h + 8mtnon2eACP + nadh --> nad + 8mnonACP	0	1000	0
553	9-methyl-trans-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	EAR9M10x	[c] : h + 9mtdec2eACP + nadh --> nad + 9mdcaACP	0	1000	0
554	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)	ECOAH1	[c] : 3hbcoa <==> h2o + b2coa	-1000	1000	0
555	3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA)	ECOAH12	[c] : h2o + 2mp2coa --> 3hibutcoa	0	1000	0
556	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA)	ECOAH2	[c] : 3hhcoa <==> h2o + hx2coa	-1000	1000	0
557	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA)	ECOAH3	[c] : 3hocoa <==> h2o + oc2coa	-1000	1000	0
558	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)	ECOAH4	[c] : 3hdcoa <==> h2o + dc2coa	-1000	1000	0
559	3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)	ECOAH5	[c] : 3hddcoa <==> h2o + dd2coa	-1000	1000	0
560	3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)	ECOAH6	[c] : 3htdcoa <==> h2o + td2coa	-1000	1000	0
561	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)	ECOAH7	[c] : 3hhdcoa <==> h2o + hdd2coa	-1000	1000	0
562	2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA)	ECOAH9	[c] : h2o + 2mb2coa <==> 3hmbcoa	-1000	1000	0
563	2-dehydro-3-deoxy-D-gluconate-6-phosphate	EDA_R	[c] : 2ddg6p <==> pyr + g3p	-1000	1000	0
564	6-phosphogluconate dehydratase	EDD	[c] : 6pgc --> h2o + 2ddg6p	0	1000	0
565	Endotoxin Synthesis (lauroyl transferase)	EDTXS1	[c] : ddcaACP + kdo2lipid4 --> ACP + kdo2lipid4L	0	1000	0
566	Endotoxin Synthesis (myristoyl transferase)	EDTXS2	[c] : myrsACP + kdo2lipid4L --> ACP + lipa	0	1000	0
567	L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase	EHGLAT	[c] : akg + e4hglu --> glu_L + 4h2oglt	0	1000	0
568	enolase	ENO	[c] : 2pg <==> h2o + pep	-1000	1000	0
569	Ethanolamine ammonia-lyase	ETHAAL	[c] : etha --> nh4 + acald	0	1000	0
570	Ethanolamine transport in via proton symport	ETHAt2	h[e] + etha[e] --> h[c] + etha[c]	0	1000	0
571	ethanesulfonate transport via ABC system	ETHSO3abc	h2o[c] + atp[c] + ethso3[e] --> h[c] + pi[c] + adp[c] + ethso3[c]	0	1000	0
572	ethanol reversible transport	ETOHt	etoh[e] <==> etoh[c]	-1000	1000	0
573	(S)-Propane-1,2-diol exchange	EX_12ppd_S(e)	[e] : 12ppd_S <==> 	-1000	1000	0
574	1,5-Diaminopentane exchange	EX_15dap(e)	[e] : 15dap <==> 	-1000	1000	0
575	2-Dehydro-3-deoxy-D-gluconate exchange	EX_2ddglcn(e)	[e] : 2ddglcn <==> 	-1000	1000	0
576	3-(3-hydroxy-phenyl)propionate exchange	EX_3hpppn(e)	[e] : 3hpppn <==> 	-1000	1000	0
577	4-Aminobutanoate exchange	EX_4abut(e)	[e] : 4abut <==> 	-1000	1000	0
578	4-Hydroxybenzoate exchange	EX_4hbz(e)	[e] : 4hbz <==> 	-1000	1000	0
579	4-Hydroxyphenylacetaldehyde exchange	EX_4hoxpacd(e)	[e] : 4hoxpacd <==> 	-1000	1000	0
580	7-Dehydrochenodeoxycholate exchange	EX_7dhcdchol(e)	[e] : 7dhcdchol <==> 	-1000	1000	0
581	alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate exchange	EX_7ocholate(e)	[e] : 7ocholate <==> 	-1000	1000	0
582	chenodeoxycholate exchange	EX_C02528(e)	[e] : C02528 <==> 	-1000	1000	0
583	L-cysteate exchange	EX_Lcyst(e)	[e] : Lcyst <==> 	-1000	1000	0
584	Acetate exchange	EX_ac(e)	[e] : ac <==> 	-1000	1000	0
585	Acetoacetate exchange	EX_acac(e)	[e] : acac <==> 	-1000	1000	0
586	Acetaldehyde exchange	EX_acald(e)	[e] : acald <==> 	-1000	1000	0
587	N-acetylgalactosamine exchange	EX_acgal(e)	[e] : acgal <==> 	-1000	1000	0
588	N-Acetyl-D-glucosamine exchange	EX_acgam(e)	[e] : acgam <==> 	-1000	1000	0
589	N-Acetylneuraminate exchange	EX_acnam(e)	[e] : acnam <==> 	-1000	1000	0
590	exchange reaction for Adenosine	EX_adn(e)	[e] : adn <==> 	-1000	1000	0
591	Adenosylcobalamin exchange	EX_adpcbl(e)	[e] : adocbl <==> 	-1000	1000	0
592	2-Oxoglutarate exchange	EX_akg(e)	[e] : akg <==> 	-1000	1000	0
593	D-Alanine exchange	EX_ala_D(e)	[e] : ala_D <==> 	-1000	1000	0
594	exchange reaction for L-alanine	EX_ala_L(e)	[e] : ala_L <==> 	-1000	1000	0
595	L-alanyl-L-aspartate exchange	EX_alaasp(e)	[e] : alaasp <==> 	-1000	1000	0
596	L-alanyl-L-glutamine exchange	EX_alagln(e)	[e] : alagln <==> 	-1000	1000	0
597	L-alanyl-L-glutamate exchange	EX_alaglu(e)	[e] : alaglu <==> 	-1000	1000	0
598	L-alanylglycine exchange	EX_alagly(e)	[e] : alagly <==> 	-1000	1000	0
599	L-alanyl-L-histidine exchange	EX_alahis(e)	[e] : alahis <==> 	-1000	1000	0
600	L-alanyl-L-leucine exchange	EX_alaleu(e)	[e] : alaleu <==> 	-1000	1000	0
601	L-alanyl-L-threonine exchange	EX_alathr(e)	[e] : alathr <==> 	-1000	1000	0
602	Allantoin exchange	EX_alltn(e)	[e] : alltn <==> 	-1000	1000	0
603	L-Arabinose exchange	EX_arab_L(e)	[e] : arab_L <==> 	-1000	1000	0
604	Arbutin exchange	EX_arbt(e)	[e] : arbt <==> 	-1000	1000	0
605	L-Arginine exchange	EX_arg_L(e)	[e] : arg_L <==> 	-1000	1000	0
606	exchange reaction for L-asparagine	EX_asn_L(e)	[e] : asn_L <==> 	-1000	1000	0
607	arsenite exchange	EX_aso3(e)	[e] : aso3 <==> 	-1000	1000	0
608	Arsenate exchange	EX_aso4(e)	[e] : aso4 <==> 	-1000	1000	0
609	L-Aspartate exchange	EX_asp_L(e)	[e] : asp_L <==> 	-1000	1000	0
610	EX Biomass c0	EX_biomass(e)	[c] : biomass <==> 	-1000	1000	0
611	Biotin exchange	EX_btn(e)	[e] : btn <==> 	-1000	1000	0
612	Butyrate (n-C4:0) exchange	EX_but(e)	[e] : but <==> 	-1000	1000	0
613	butanesulfonate exchange	EX_butso3(e)	[e] : butso3 <==> 	-1000	1000	0
614	Calcium exchange	EX_ca2(e)	[e] : ca2 <==> 	-1000	1000	0
615	Cob(I)alamin exchange	EX_cbl1(e)	[e] : cbl1 <==> 	-1000	1000	0
616	Cob(II)alamin exchange	EX_cbl2(e)	[e] : cbl2 <==> 	-1000	1000	0
617	Cadmium exchange	EX_cd2(e)	[e] : cd2 <==> 	-1000	1000	0
618	Cys-Gly exchange	EX_cgly(e)	[e] : cgly <==> 	-1000	1000	0
619	exchange reaction for Choline	EX_chol(e)	[e] : chol <==> 	-1000	1000	0
620	exchange reaction for cholate	EX_cholate(e)	[e] : cholate <==> 	-1000	1000	0
621	trans-Cinnamate exchange	EX_cinnm(e)	[e] : cinnm <==> 	-1000	1000	0
622	Citrate exchange	EX_cit(e)	[e] : cit <==> 	-1000	1000	0
623	exchange reaction for Chloride	EX_cl(e)	[e] : cl <==> 	-1000	1000	0
624	CO2 exchange	EX_co2(e)	[e] : co2 <==> 	-1000	1000	0
625	Co2+ exchange	EX_cobalt2(e)	[e] : cobalt2 <==> 	-1000	1000	0
626	exchange reaction for L-Carnitine	EX_crn(e)	[e] : crn <==> 	-1000	1000	0
627	Cytosine exchange	EX_csn(e)	[e] : csn <==> 	-1000	1000	0
628	Crotonobetaine exchange	EX_ctbt(e)	[e] : ctbt <==> 	-1000	1000	0
629	Cu2+ exchange	EX_cu2(e)	[e] : cu2 <==> 	-1000	1000	0
630	Cyanate exchange	EX_cynt(e)	[e] : cynt <==> 	-1000	1000	0
631	exchange reaction for L-cysteine	EX_cys_L(e)	[e] : cys_L <==> 	-1000	1000	0
632	exchange reaction for Cytidine	EX_cytd(e)	[e] : cytd <==> 	-1000	1000	0
633	exchange reaction for 2-deoxyadenosine	EX_dad_2(e)	[e] : dad_2 <==> 	-1000	1000	0
634	exchange reaction for Deoxycytidine	EX_dcyt(e)	[e] : dcyt <==> 	-1000	1000	0
635	laurate exchange	EX_ddca(e)	[e] : ddca <==> 	-1000	1000	0
636	exchange reaction for Deoxyguanosine	EX_dgsn(e)	[e] : dgsn <==> 	-1000	1000	0
637	2,3-dihydroxicinnamic acid exchange	EX_dhcinnm(e)	[e] : dhcinnm <==> 	-1000	1000	0
638	3-(2,3-Dihydroxyphenyl)propanoate exchange	EX_dhpppn(e)	[e] : dhpppn <==> 	-1000	1000	0
639	exchange reaction for Deoxyinosine	EX_din(e)	[e] : din <==> 	-1000	1000	0
640	Dimethyl sulfide exchange	EX_dms(e)	[e] : dms <==> 	-1000	1000	0
641	Dimethyl sulfoxide exchange	EX_dmso(e)	[e] : dmso <==> 	-1000	1000	0
642	Deoxyribose exchange	EX_drib(e)	[e] : drib <==> 	-1000	1000	0
643	exchange reaction for Deoxyuridine	EX_duri(e)	[e] : duri <==> 	-1000	1000	0
644	Ethanolamine exchange	EX_etha(e)	[e] : etha <==> 	-1000	1000	0
645	ethanesulfonate exchange	EX_ethso3(e)	[e] : ethso3 <==> 	-1000	1000	0
646	Ethanol exchange	EX_etoh(e)	[e] : etoh <==> 	-1000	1000	0
647	EX_fe2(u)	EX_fe2(e)	[e] : fe2 <==> 	-1000	1000	0
648	Fe3+ exchange	EX_fe3(e)	[e] : fe3 <==> 	-1000	1000	0
649	Ferrichrome exchange	EX_fecrm(e)	[e] : fecrm <==> 	-1000	1000	0
650	Formate exchange	EX_for(e)	[e] : for <==> 	-1000	1000	0
651	exchange reaction for D-Fructose	EX_fru(e)	[e] : fru <==> 	-1000	1000	0
652	L-Fucose 1-phosphate exchange	EX_fuc1p_L(e)	[e] : fuc1p_L <==> 	-1000	1000	0
653	L-Fucose exchange	EX_fuc_L(e)	[e] : fuc_L <==> 	-1000	1000	0
654	exchange reaction for fumarate	EX_fum(e)	[e] : fum <==> 	-1000	1000	0
655	D-Glucose 6-phosphate exchange	EX_g6p(e)	[e] : g6p <==> 	-1000	1000	0
656	exchange reaction for D-Galactose	EX_gal(e)	[e] : gal <==> 	-1000	1000	0
657	D-Galactarate exchange	EX_galct_D(e)	[e] : galct_D <==> 	-1000	1000	0
658	D-Galactonate exchange	EX_galctn_D(e)	[e] : galctn_D <==> 	-1000	1000	0
